Engagements,Followers at Posting,Type,Description,Month,Weekday,Seconds
774585,25549954,Video,For the fam #ThisIsWhyWePlay,November,Saturday,16278
862278,25549954,Video,@kingjames makes his way to the bucket for the @cavs!,November,Saturday,12641
761296,25549954,Video,?? That @dwyanewade dime! ??,November,Saturday,8059
316571,25549954,Photo,"Congrats to @swish41 of the @dallasmavs for moving up to 8th on the all-time Field Goals Made list with 10,750! #ThisIsWhyWePlay",November,Saturday,7933
639344,25549954,Video,@iamjustise climbs the ladder in D.C. for the @miamiheat!,November,Saturday,4614
452009,25549954,Video,@boogiecousins and @antdavis23 know where to find each other! #NBABreakdown ....@pelicansnba/@nuggets 10:30pm/et @nbaonespn,November,Friday,83950
595467,25549954,Video,@original00g gets in extra court work in following @orlandomagic practice! **check out our IG story for more #MagicAllAccess**,November,Friday,73034
500257,25549954,Video,Ahead of tonights @nuggets/@pelicansnba action (10:30pm/et @nbaonespn).. we showcase @jokara95s passing skills!,November,Friday,64563
402029,25549954,Album,The @houstonrockets & @celtics each win on Thursday night!,November,Friday,22618
656023,25549954,Video,@officialzhouqi protects the paint for the @houstonrockets!,November,Friday,22333
701363,25544463,Video,@jharden13 on the move for 2 of his 33 first half points @nbaontnt!,November,Friday,17473
513900,25544463,Photo,The streak continues.... ???????????????????????????? in a row for the @celtics!,November,Friday,13264
639355,25544463,Video,@al_horford follows up the miss for the @celtics!,November,Friday,12547
410417,25544463,Photo,??,November,Friday,11744
602964,25544463,Video,"Poetry in Motion.... elevation, by @andre! #PhantomCam",November,Friday,9309
644329,25544463,Video,#TheBEARD @JHarden13 leads the NBA in ASSISTS per game (10.3) & total (154)! #NBABreakdown ??: @HoustonRockets/@Suns 10:30pm/et @NBAonTNT,November,Friday,8373
344434,25544463,Photo,?? @kyrieirvings #NBAKicks ?? Pick up your own Kyrie 3 Luck P.E. tomorrow at @footlocker #HouseOfHoops Harlem & Boston (Washington St.),November,Friday,5642
778468,25544463,Video,"@kyrieirving hits the floor to warmup, leading his @celtics with a 13-game winning streak into tonights game vs Golden State @NBAonTNT!",November,Friday,1567
604556,25544463,Video,"@stephencurry30 hits his pregame warmup for @warriors / @celtics, 8pm/et @nbaontnt!",November,Thursday,85986
736097,25544463,Video,Two of the best handles in the game match up tonight... as @kyrieirving & the @celtics host @stephencurry30 & the @warriors 8pm/et @nbaontnt!,November,Thursday,79254
265130,25536885,Photo,"MOOD... when you put up 46 points, 15 rebounds, 7 assists, 7 blocks (@joelembiid) and 18 points, 10 assists, 9 rebounds, 5 steals (@bensimmons) in @sixers W!",November,Thursday,66328
664426,25536885,Video,What a great birthday present... @joelembiids jersey off his back from a career night! #ThisIsWhyWePlay,November,Thursday,61391
601195,25536885,Video,"Showcasing an array of moves, @joelembiid dominates with 46 points, 15 rebounds, 7 assists & 7 blocks for the @sixers!",November,Thursday,47677
416365,25536885,Album,Wow... What a night around the Association as 22 teams hit the floor!,November,Thursday,23887
343883,25536885,Photo,"Monster numbers for @joelembiid... 46 points, 15 rebounds, 7 assists, 7 blocks & the @sixers W!",November,Thursday,22814
719181,25536885,Video,"@joelembiid, so graceful!",November,Thursday,20210
309823,25525434,Photo,@bensimmons x @zo #NBARooks,November,Thursday,15391
639378,25525434,Video,@bensimmons in transition for the @sixers!,November,Thursday,14022
309823,25525434,Photo,@timmyjr10 scores 14 in the 4th to lead @nyknicks comeback!,November,Thursday,12655
761337,25525434,Video,?????? @russwest44 throws down three AGGRESSIVE SLAMS!,November,Thursday,10538
639378,25525434,Video,"@_kw15 on the move, plus the foul @nbaonespn!",November,Thursday,8404
761337,25525434,Video,?? @johnwall the Wizard!,November,Thursday,7515
700909,25525434,Video,"@giannis_an34 protects the paint, twice!",November,Thursday,7219
700909,25525434,Video,Gotta go! - @johnwall,November,Thursday,4751
536388,25525434,Video,"Leading the @hornets w/ 21.7 PPG & 6.6 APG, @_kw15 hits his warmup for @nbaonespn action vs the @cavs! #BuzzCity",November,Thursday,675
590681,25525434,Video,Get ready for tonights @hornets action (8pm/et ESPN)... with @_kw15s BEST HANDLES!,November,Wednesday,79240
296964,25525434,Photo,Caption that... ??: @Bucks,November,Wednesday,73559
543222,25525434,Video,"Thats where the fun really starts.... #NBABreakdown

@sixers/@lakers 10:30pm/et @nbaonespn",November,Wednesday,69527
282827,25525434,Photo,Join us in wishing @karltowns of the @timberwolves a HAPPY 22nd BIRTHDAY! #NBABDAY #AllEyesNorth,November,Wednesday,47802
383598,25510012,Photo,Thank you for your service! #HoopsForTroops #ThisIsWhyWePlay,November,Wednesday,19189
370149,25510012,Album,"The @celtics, @raptors & @spurs each pick Ws Tuesday night!",November,Wednesday,15299
778511,25510012,Video,@kyrieirvings wizardry lead the @celtics break & @jaytatum0 oop!,November,Wednesday,12722
497260,25510012,Photo,The streak continues.... ?????????????????????????? in a row for the @celtics!,November,Wednesday,10233
761351,25510012,Video,?? @desmith4 TAKES FLIGHT! ??,November,Wednesday,7402
700921,25510012,Video,@fchwpo breaks free for the windmill SLAM in Brooklyn!,November,Wednesday,6297
774641,25510012,Video,The #MaskedKyrie takes the floor in Brooklyn!,November,Wednesday,2638
853430,25510012,Video,@kyrieirving warms up from the top of the key ahead of his return to the @celtics lineup!,November,Wednesday,92
543232,25510012,Video,"Through 13 games, @giannis_an34 is the @bucks leader or tied for the lead in points, rebounds, assists, blocks, and steals. (Tied with @k_mid22 at 4.8 APG). #NBABreakdown",November,Tuesday,76188
656070,25510012,Video,Putting on a show... @bensimmons throws it down seven times in the @sixers W!,November,Tuesday,25847
406138,25510012,Album,A wild 9-game night around the Association!,November,Tuesday,24097
656070,25510012,Video,@bensimmons cuts backdoor for the reverse SLAM from @jusanderson1!,November,Tuesday,20968
639390,25510012,Video,@joelembiid fakes & slams for the @sixers!,November,Tuesday,17797
730810,25510012,Video,@kevindurant snarls in the ball and knocks down the jumper for the @warriors!,November,Tuesday,17577
813272,25495383,Video,Poetry in Motion... @kingjames to the rack! #PhantomCam,November,Tuesday,15356
592825,25495383,Video,Will you accept my shoes... - @dwyanewade gifts @lesdogggg his #NBAKicks and walks off with @cavs 23-point comeback victory! #CavsAllaccess,November,Tuesday,11534
484106,25495383,Photo,"@kingjames leads 23-point @cavs comeback with 23 points, 12 assists & 9 rebounds!",November,Tuesday,11320
583271,25495383,Video,@johnwall with the slick dime to @mgortat13 for the @washwizards!,November,Tuesday,7669
700934,25495383,Video,@giannis_an34 comes out of nowhere for the SWAT!,November,Tuesday,7619
639402,25495383,Video,@dougmcd03 & @courtneylee electrify the Garden crowd!,November,Tuesday,7580
700934,25495383,Video,@kellyoubrejr down the lane for the SLAM!,November,Tuesday,7372
700934,25495383,Video,"Cross, up & under for @bradbeal3!",November,Tuesday,5681
774655,25495383,Video,The TOP #AssistsOfTheWeek... which was your fave?,November,Tuesday,1497
391459,25495383,Album,"As Week 5 begins, we check in with the stat leaders for the 2017-18 season!",November,Monday,85598
590702,25495383,Video,@nyknicks rook @frank_ntilikina cant miss as he warms up for tonights action vs. Cleveland at MSG!,November,Monday,83014
709865,25495383,Video,The TOP 3 HANDLES of the Week... which was your fave?,November,Monday,74661
728407,25495383,Video,Heading back to the hotel following the subway ride... the NYC experience! #CavsAllAccess,November,Monday,64092
331271,25478694,Album,"The @okcthunder, @houstonrockets, @detroitpistons & @celtics each WIN on Sunday!",November,Monday,11444
751032,25478694,Video,Who did it better... @stephensonlance or @jharden13?,November,Monday,2590
751032,25478694,Video,@jharden13 feeds @tarikbblack for one of his 9 first quarter assists!,November,Monday,202
421475,25478694,Photo,The streak continues.... ???????????????????????? in a row for the @celtics!,November,Sunday,82741
699011,25478694,Video,"To celebrate his 29th Birthday, we present @russwest44's TOP 3 CROSSOVERS! #NBABDAY",November,Sunday,73942
637648,25478694,Video,Join us in wishing @russwest44 of the @okcthunder a HAPPY 29th BIRTHDAY! #NBABDAY,November,Sunday,64919
294727,25478694,Album,"The @warriors, @cavs, @bucks, @spurs, @nuggets, @suns & @utahjazz also each WIN to wrap up Saturdays action!",November,Sunday,19915
842300,25478694,Video,"At 20 years & 15 days, @zo became the youngest player in @nbahistory to record a triple-double with 19p, 12r & 13a.... passing @kingjames (20 years old, 20 days 1/19/2005)!",November,Sunday,17770
782535,25463078,Video,@sdot1414 leads the @warriors break behind his back... twice!,November,Sunday,13965
287298,25463078,Album,"The @houstonrockets, @nyknicks, @pelicansnba & @washwizards each WIN in tonights early action!",November,Sunday,13549
684645,25463078,Video,"@jokara95 tosses it, @kennethfaried35 finishes it!",November,Sunday,12650
743672,25463078,Video,@boogiecousins ?????? @antdavis23,November,Sunday,10121
908331,25463078,Video,She said YES! ??????#HoopsForTroops #VeteransDay,November,Sunday,9785
421173,25463078,Photo,"59,000+ points combined... the 6th & 7th all-time leading scorers show respect! #ThisIsWhyWePlay",November,Sunday,9337
684645,25463078,Video,@frank_ntilikina and @kporzee run the pick & roll to perfection!,November,Sunday,6750
642860,25463078,Video,"On #InsideStuff (6:30pm/et @NBATV?), @isaiahthomas  brings his inspiring message of dreaming big to local Boys & Girls Club in Cleveland! #ThisIsWhyWePlay",November,Saturday,71002
384475,25463078,Photo,"To our veterans and their families, THANK YOU!
#HoopsForTroops #VeteransDay",November,Saturday,57980
384475,25463078,Photo,#ThunderUp,November,Saturday,50343
348394,25463078,Album,?? tonights winners on 8-game night!,November,Saturday,21567
702506,25463078,Video,@ygtrece puts up a season-high 42 with 9 rebounds & 7 assists to lead the @okcthunder at home!,November,Saturday,19013
761406,25449190,Video,?? @giannis_an34 makes it look easy! ??,November,Saturday,15078
700972,25449190,Video,@louwillville beats the buzzer from distance!,November,Saturday,14067
639436,25449190,Video,"@ebled2 tosses it, @giannis_an34 finishes it!",November,Saturday,12284
418259,25449190,Photo,?????????????????????? in a row!,November,Saturday,11554
639436,25449190,Video,"@rudygobert27 leads the break, Alec Burks crushes it home for the @utahjazz!",November,Saturday,11313
383043,25449190,Photo,Walking on air!,November,Saturday,10422
700972,25449190,Video,"The stage is yours, @vicoladipo!",November,Saturday,9580
595553,25449190,Video,"They gave him a 50, they gave Jordan a 50! - Michael Jordan wins the 1988 @nbaallstar Slam Dunk Contest in Chicago! #NBAvault (repost @nbahistory)",November,Friday,78615
664954,25449190,Video,"#TheBEARD @jharden13 goes off for 35 points, 13 assists, 11 rebounds & 5 steals to lead the @houstonrockets!",November,Friday,49272
391734,25449190,Photo,Staring down the rim!,November,Friday,25973
242847,25449190,Album,"The @houstonrockets, @washwizards, @raptors, @nuggets and @sacramentokings each pick up wins on Thursday!",November,Friday,23934
656130,25433286,Video,@jokara95 threads the needle to @emmanuelmudiay!,November,Friday,18258
336025,25433286,Photo,Congrats to @carmeloanthony of the @okcthunder for moving up to 24th on the all-time scoring list! #ThisIsWhyWePlay,November,Friday,16701
862418,25433286,Video,@kingjames on the attack @nbaontnt!,November,Friday,9471
639448,25433286,Video,@unclejg8 throws down 2 of his 20 second quarter points @nbaontnt!,November,Friday,8673
700985,25433286,Video,Not in @johnwalls house!,November,Friday,5850
639448,25433286,Video,@antdavis23 flips it behind his back for the @pelicansnba!,November,Friday,5802
706702,25433286,Video,@johnwall with a vengeance! #PosterAlert,November,Friday,3946
639886,25433286,Video,"Coming off 56 points on Sunday, @jharden13 cant miss ahead of tonights @houstonrockets action vs. Cleveland @nbaontnt!",November,Friday,813
726791,25433286,Video,@kingjames & @dwyanewade hit the floor early in Houston... 8pm/et @nbaontnt!,November,Thursday,84849
715962,25433286,Video,The first to 10 wins... the BEST of the @celtics 10-game win streak! ??,November,Thursday,54680
373606,25433286,Album,"The @celtics, @orlandomagic, @detroitpistons, @miamiheat & @warriors each win on Wednesday!",November,Thursday,22652
656130,25433286,Video,@22wiggins gets to the rim for the @timberwolves!,November,Thursday,20806
807041,25433286,Video,@stephencurry30 with the subtle touch-pass on the @warriors break!,November,Thursday,20539
853523,25417131,Video,@kyrieirving walks off with 10 straight wins for the @celtics!,November,Thursday,13005
384456,25417131,Photo,"19 points, 6 rebounds & 4 assists for @kyrieirving in @celtics 107-96 W!",November,Thursday,12722
853523,25417131,Video,"@kyrieirving DANCES, @houseobayne DUNKS!",November,Thursday,11239
694590,25417131,Video,@reggie_jackson drops the slick dime to @andredrummondd ??,November,Thursday,10071
639459,25417131,Video,@celtics rook @semiojeleye37 gets it to fall!,November,Thursday,7724
853523,25417131,Video,@kyrieirving keeps his dribble alive for the @celtics bucket!,November,Thursday,6217
428600,25417131,Photo,"The @celtics & the @lakers, LIVE on ESPN!",November,Thursday,4297
710245,25417131,Video,@kyrieirving and the @celtics go for their 10th straight win as they host the @lakers 8pm/et @nbaonespn!,November,Thursday,1698
538896,25417131,Video,@zo goes through his warmup routine ahead of tonights @lakers action in Boston 8pm/et @nbaonespn!,November,Wednesday,85931
590756,25417131,Video,"@lakers rook @kuzmakyle (15.4ppg, 6.3rpg) warms up for tonights ESPN action in Boston!",November,Wednesday,84568
543291,25417131,Video,High-flying @22wiggins and the @timberwolves visit the defending champs 10:30pm/et @nbaonespn! #NBABreakdown,November,Wednesday,66176
